user_id,user,text,created_at,retweet_count,favorite_count,mentions,cleaned_text
uid_1797,warga_indonesia_159,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_73 @warga_indonesia_145 #1797,2024-11-20,961,1373,"['warga_indonesia_73', 'warga_indonesia_145']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1798,warga_indonesia_152,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @prabowo #1798,2024-11-09,516,1269,['prabowo'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1799,warga_indonesia_88,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_41 @warga_indonesia_57 #1799,2024-11-22,379,270,"['warga_indonesia_41', 'warga_indonesia_57']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1800,warga_indonesia_86,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_184 #1800,2024-11-06,266,347,['warga_indonesia_184'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1801,warga_indonesia_139,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_104 @warga_indonesia_171 #1801,2024-11-15,135,183,"['warga_indonesia_104', 'warga_indonesia_171']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1802,warga_indonesia_124,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_163 @warga_indonesia_139 #1802,2024-11-14,145,533,"['warga_indonesia_163', 'warga_indonesia_139']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1803,warga_indonesia_154,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_4 #1803,2024-11-02,130,1022,['warga_indonesia_4'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1804,warga_indonesia_175,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_177 @warga_indonesia_8 #1804,2024-11-30,440,579,"['warga_indonesia_177', 'warga_indonesia_8']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1805,warga_indonesia_25,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_99 @warga_indonesia_193 #1805,2024-11-25,948,540,"['warga_indonesia_99', 'warga_indonesia_193']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1806,warga_indonesia_199,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_56 @warga_indonesia_127 #1806,2024-11-06,323,1509,"['warga_indonesia_56', 'warga_indonesia_127']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1807,warga_indonesia_189,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_29 @warga_indonesia_38 #1807,2024-11-18,873,1890,"['warga_indonesia_29', 'warga_indonesia_38']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1808,warga_indonesia_6,Makan siang gratis mulai didistribusikan ke daerah 3T. @antaranews @warga_indonesia_66 #1808,2024-11-05,55,470,"['antaranews', 'warga_indonesia_66']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1809,warga_indonesia_72,Bagaimana nasib kantin sekolah setelah ada program MBG? @sandiuno #1809,2024-11-16,266,334,['sandiuno'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1810,warga_indonesia_52,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_56 @LBH_Jakarta #1810,2024-11-29,949,1013,"['warga_indonesia_56', 'LBH_Jakarta']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1811,warga_indonesia_32,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_147 #1811,2024-11-12,726,1148,['warga_indonesia_147'],Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1812,warga_indonesia_13,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_81 @warga_indonesia_170 #1812,2024-11-04,866,1474,"['warga_indonesia_81', 'warga_indonesia_170']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1813,warga_indonesia_2,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @pt_pangan_makmur #1813,2024-11-12,95,417,['pt_pangan_makmur'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1814,warga_indonesia_184,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_44 @warga_indonesia_105 #1814,2024-11-06,767,1041,"['warga_indonesia_44', 'warga_indonesia_105']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1815,warga_indonesia_138,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_52 @warga_indonesia_127 #1815,2024-11-22,599,434,"['warga_indonesia_52', 'warga_indonesia_127']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1816,warga_indonesia_130,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_86 #1816,2024-11-25,584,369,['warga_indonesia_86'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1817,warga_indonesia_188,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_101 @tvOneNews #1817,2024-11-08,786,1020,"['warga_indonesia_101', 'tvOneNews']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1818,warga_indonesia_17,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_45 #1818,2024-11-11,26,582,['warga_indonesia_45'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1819,warga_indonesia_80,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_167 #1819,2024-11-12,604,1902,['warga_indonesia_167'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1820,warga_indonesia_48,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_156 #1820,2024-11-11,157,59,['warga_indonesia_156'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1821,warga_indonesia_110,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_81 #1821,2024-11-27,724,1350,['warga_indonesia_81'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1822,warga_indonesia_99,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_162 @warga_indonesia_120 #1822,2024-11-09,608,1347,"['warga_indonesia_162', 'warga_indonesia_120']",Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1823,warga_indonesia_61,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_37 #1823,2024-11-02,671,1274,['warga_indonesia_37'],Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1824,warga_indonesia_128,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_95 @warga_indonesia_200 #1824,2024-11-24,928,1960,"['warga_indonesia_95', 'warga_indonesia_200']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1825,warga_indonesia_49,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_77 #1825,2024-11-28,49,1641,['warga_indonesia_77'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1826,warga_indonesia_120,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_169 @warga_indonesia_160 #1826,2024-11-02,761,144,"['warga_indonesia_169', 'warga_indonesia_160']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1827,warga_indonesia_182,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @tokoh_oposisi @warga_indonesia_70 #1827,2024-11-09,182,491,"['tokoh_oposisi', 'warga_indonesia_70']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1828,warga_indonesia_176,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @pengamat_sosial @kemenkesRI #1828,2024-11-28,213,333,"['pengamat_sosial', 'kemenkesRI']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1829,warga_indonesia_27,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_132 @warga_indonesia_166 #1829,2024-11-10,662,1541,"['warga_indonesia_132', 'warga_indonesia_166']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1830,warga_indonesia_153,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @asosiasi_vendor #1830,2024-11-10,502,1640,['asosiasi_vendor'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1831,warga_indonesia_179,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_23 @warga_indonesia_53 #1831,2024-11-30,317,1850,"['warga_indonesia_23', 'warga_indonesia_53']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1832,warga_indonesia_50,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_75 #1832,2024-11-22,98,1704,['warga_indonesia_75'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1833,warga_indonesia_33,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_159 @warga_indonesia_93 #1833,2024-11-16,456,1813,"['warga_indonesia_159', 'warga_indonesia_93']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1834,warga_indonesia_173,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_1 @warga_indonesia_36 #1834,2024-11-19,614,866,"['warga_indonesia_1', 'warga_indonesia_36']",Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1835,warga_indonesia_40,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_65 #1835,2024-11-14,830,754,['warga_indonesia_65'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1836,warga_indonesia_106,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_56 #1836,2024-11-21,436,190,['warga_indonesia_56'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1837,warga_indonesia_31,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_159 #1837,2024-11-11,996,949,['warga_indonesia_159'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1838,warga_indonesia_98,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_179 #1838,2024-11-22,730,317,['warga_indonesia_179'],Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1839,warga_indonesia_119,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_86 @warga_indonesia_182 #1839,2024-11-21,537,171,"['warga_indonesia_86', 'warga_indonesia_182']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1840,warga_indonesia_20,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_14 @warga_indonesia_56 #1840,2024-11-03,928,1641,"['warga_indonesia_14', 'warga_indonesia_56']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1841,warga_indonesia_141,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_76 @warga_indonesia_38 #1841,2024-11-05,700,1849,"['warga_indonesia_76', 'warga_indonesia_38']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1842,warga_indonesia_71,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_108 @warga_indonesia_63 #1842,2024-11-17,437,605,"['warga_indonesia_108', 'warga_indonesia_63']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1843,warga_indonesia_194,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_189 #1843,2024-11-03,939,92,['warga_indonesia_189'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1844,warga_indonesia_97,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_92 #1844,2024-11-14,422,193,['warga_indonesia_92'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1845,warga_indonesia_178,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_40 @warga_indonesia_172 #1845,2024-11-19,832,518,"['warga_indonesia_40', 'warga_indonesia_172']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1846,warga_indonesia_69,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_54 @warga_indonesia_138 #1846,2024-11-03,787,1031,"['warga_indonesia_54', 'warga_indonesia_138']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1847,warga_indonesia_163,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @LBH_Jakarta #1847,2024-11-24,677,947,['LBH_Jakarta'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1848,warga_indonesia_191,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_183 #1848,2024-11-06,863,804,['warga_indonesia_183'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1849,warga_indonesia_100,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @Aliansi_Rakyat #1849,2024-11-14,897,1442,['Aliansi_Rakyat'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1850,warga_indonesia_172,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_4 @warga_indonesia_130 #1850,2024-11-24,465,1551,"['warga_indonesia_4', 'warga_indonesia_130']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1851,warga_indonesia_129,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_49 @warga_indonesia_53 #1851,2024-11-09,349,1979,"['warga_indonesia_49', 'warga_indonesia_53']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1852,warga_indonesia_82,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_77 #1852,2024-11-06,80,1529,['warga_indonesia_77'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1853,warga_indonesia_200,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_165 @warga_indonesia_98 #1853,2024-11-04,444,1094,"['warga_indonesia_165', 'warga_indonesia_98']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1854,warga_indonesia_23,Bagaimana nasib kantin sekolah setelah ada program MBG? @prabowo #1854,2024-11-13,119,27,['prabowo'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1855,warga_indonesia_114,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @warga_indonesia_33 #1855,2024-11-16,471,1416,['warga_indonesia_33'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1856,warga_indonesia_79,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_148 @warga_indonesia_173 #1856,2024-11-24,616,1486,"['warga_indonesia_148', 'warga_indonesia_173']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1857,warga_indonesia_177,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_41 @warga_indonesia_128 #1857,2024-11-27,997,1263,"['warga_indonesia_41', 'warga_indonesia_128']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1858,warga_indonesia_19,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_71 @warga_indonesia_98 #1858,2024-11-23,691,808,"['warga_indonesia_71', 'warga_indonesia_98']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1859,warga_indonesia_65,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @pengamat_sosial @koprasi_susu #1859,2024-11-05,14,390,"['pengamat_sosial', 'koprasi_susu']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1860,warga_indonesia_134,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_161 #1860,2024-11-01,712,1987,['warga_indonesia_161'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1861,warga_indonesia_29,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_83 #1861,2024-11-01,214,985,['warga_indonesia_83'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1862,warga_indonesia_24,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_50 #1862,2024-11-08,446,1724,['warga_indonesia_50'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1863,warga_indonesia_125,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @pengamat_sosial #1863,2024-11-10,788,949,['pengamat_sosial'],Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1864,warga_indonesia_3,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_1 #1864,2024-11-14,22,238,['warga_indonesia_1'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1865,warga_indonesia_132,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_143 #1865,2024-11-05,756,1438,['warga_indonesia_143'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1866,warga_indonesia_122,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_174 @warga_indonesia_94 #1866,2024-11-01,880,920,"['warga_indonesia_174', 'warga_indonesia_94']",Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1867,warga_indonesia_183,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_93 #1867,2024-11-10,583,1698,['warga_indonesia_93'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1868,warga_indonesia_60,Makan siang gratis mulai didistribusikan ke daerah 3T. @antaranews @warga_indonesia_90 #1868,2024-11-01,105,1291,"['antaranews', 'warga_indonesia_90']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1869,warga_indonesia_12,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_15 @warga_indonesia_115 #1869,2024-11-16,754,1185,"['warga_indonesia_15', 'warga_indonesia_115']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1870,warga_indonesia_160,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @sandiuno @warga_indonesia_174 #1870,2024-11-13,497,1051,"['sandiuno', 'warga_indonesia_174']",Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1871,warga_indonesia_87,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_157 @warga_indonesia_191 #1871,2024-11-02,540,38,"['warga_indonesia_157', 'warga_indonesia_191']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1872,warga_indonesia_53,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_2 @warga_indonesia_4 #1872,2024-11-18,65,548,"['warga_indonesia_2', 'warga_indonesia_4']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1873,warga_indonesia_196,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_45 @warga_indonesia_1 #1873,2024-11-04,506,1275,"['warga_indonesia_45', 'warga_indonesia_1']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1874,warga_indonesia_161,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_187 @warga_indonesia_97 #1874,2024-11-14,21,330,"['warga_indonesia_187', 'warga_indonesia_97']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1875,warga_indonesia_121,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_129 @warga_indonesia_123 #1875,2024-11-16,352,897,"['warga_indonesia_129', 'warga_indonesia_123']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1876,warga_indonesia_190,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_5 #1876,2024-11-08,601,1861,['warga_indonesia_5'],Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1877,warga_indonesia_46,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_101 @warga_indonesia_48 #1877,2024-11-28,862,1464,"['warga_indonesia_101', 'warga_indonesia_48']",UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1878,warga_indonesia_193,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @direktur_logistik @warga_indonesia_142 #1878,2024-11-10,740,1456,"['direktur_logistik', 'warga_indonesia_142']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1879,warga_indonesia_105,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_15 #1879,2024-11-22,668,1504,['warga_indonesia_15'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1880,warga_indonesia_156,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_12 @warga_indonesia_94 #1880,2024-11-26,994,1729,"['warga_indonesia_12', 'warga_indonesia_94']",Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1881,warga_indonesia_108,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_49 #1881,2024-11-07,289,1414,['warga_indonesia_49'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1882,warga_indonesia_21,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_106 #1882,2024-11-16,132,354,['warga_indonesia_106'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1883,warga_indonesia_115,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_22 #1883,2024-11-20,503,206,['warga_indonesia_22'],Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1884,warga_indonesia_111,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_170 @warga_indonesia_41 #1884,2024-11-08,214,1140,"['warga_indonesia_170', 'warga_indonesia_41']",Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1885,warga_indonesia_83,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @kemenkeuRI #1885,2024-11-12,902,534,['kemenkeuRI'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1886,warga_indonesia_126,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_119 @warga_indonesia_22 #1886,2024-11-06,847,1760,"['warga_indonesia_119', 'warga_indonesia_22']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1887,warga_indonesia_112,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_53 #1887,2024-11-03,345,881,['warga_indonesia_53'],Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1888,warga_indonesia_148,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_128 #1888,2024-11-08,123,1150,['warga_indonesia_128'],Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1889,warga_indonesia_165,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @warga_indonesia_174 #1889,2024-11-09,348,1607,['warga_indonesia_174'],Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1890,warga_indonesia_171,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @warga_indonesia_24 @tempodotco #1890,2024-11-25,898,1140,"['warga_indonesia_24', 'tempodotco']",Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
uid_1891,warga_indonesia_10,Tender pengadaan susu ikan untuk MBG harus diawasi ketat. @warga_indonesia_155 @warga_indonesia_38 #1891,2024-11-28,706,1789,"['warga_indonesia_155', 'warga_indonesia_38']",Tender pengadaan susu ikan untuk MBG harus diawasi ketat.
uid_1892,warga_indonesia_142,UMKM lokal dilibatkan dalam penyediaan makan siang gratis. @warga_indonesia_69 #1892,2024-11-02,948,1937,['warga_indonesia_69'],UMKM lokal dilibatkan dalam penyediaan makan siang gratis.
uid_1893,warga_indonesia_45,Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi. @warga_indonesia_160 @warga_indonesia_81 #1893,2024-11-27,773,227,"['warga_indonesia_160', 'warga_indonesia_81']",Risiko korupsi di pengadaan vendor pangan MBG sangat tinggi.
uid_1894,warga_indonesia_127,Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik. @warga_indonesia_122 #1894,2024-11-20,624,1601,['warga_indonesia_122'],Evaluasi tahap pertama program MBG menunjukkan kekurangan logistik.
uid_1895,warga_indonesia_155,Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG? @warga_indonesia_190 #1895,2024-11-18,42,1038,['warga_indonesia_190'],Susu ikan vs susu sapi: mana yang lebih efisien untuk dana MBG?
uid_1896,warga_indonesia_180,Transparansi anggaran MBG adalah harga mati bagi publik. @warga_indonesia_35 #1896,2024-11-21,120,1783,['warga_indonesia_35'],Transparansi anggaran MBG adalah harga mati bagi publik.
uid_1897,warga_indonesia_143,Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔 @warga_indonesia_103 #1897,2024-11-12,160,1491,['warga_indonesia_103'],Siapa vendor susu ikan yang ditunjuk pemerintah? 🤔
uid_1898,warga_indonesia_73,Makan siang gratis mulai didistribusikan ke daerah 3T. @warga_indonesia_163 @warga_indonesia_147 #1898,2024-11-25,518,1020,"['warga_indonesia_163', 'warga_indonesia_147']",Makan siang gratis mulai didistribusikan ke daerah 3T.
uid_1899,warga_indonesia_103,Bagaimana nasib kantin sekolah setelah ada program MBG? @warga_indonesia_85 #1899,2024-11-21,372,685,['warga_indonesia_85'],Bagaimana nasib kantin sekolah setelah ada program MBG?
uid_1900,warga_indonesia_144,Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik. @pt_pangan_makmur #1900,2024-11-28,206,899,['pt_pangan_makmur'],Pengadaan motor listrik untuk kurir distribusi MBG menuai kritik publik.
uid_1901,warga_indonesia_101,Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG. @warga_indonesia_24 @prabowo #1901,2024-11-08,854,1657,"['warga_indonesia_24', 'prabowo']",Kontrak vendor penyedia kaos kaki gratis dalam paket program MBG.
uid_1902,warga_indonesia_150,Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah. @warga_indonesia_30 @warga_indonesia_168 #1902,2024-11-17,175,174,"['warga_indonesia_30', 'warga_indonesia_168']",Rencana pengadaan keyboard dan perangkat IT monitoring gizi di daerah.
uid_1903,warga_indonesia_109,Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis. @warga_indonesia_55 @warga_indonesia_100 #1903,2024-11-25,424,738,"['warga_indonesia_55', 'warga_indonesia_100']",Pengadaan alat timbangan digital di sekolah sasaran makan siang gratis.
uid_1904,jokowi,Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan. @airlangga_hrt @kemenkeuRI @kumparan #1904,2024-11-14,806,467,"['airlangga_hrt', 'kemenkeuRI', 'kumparan']",Standardisasi dapur umum MBG memerlukan alat masak ramah lingkungan.
uid_1905,prabowo,Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T. @antaranews #1905,2024-11-14,940,838,['antaranews'],Anggaran Makan Bergizi Gratis (MBG) diperbesar menjadi 71T.
